#chrom	txStart	cdsEnd	name2
chr1	19920008	19923559	PLA2G2E
chr1	20806291	21002742	EIF4G3
chr1	20806291	20981113	EIF4G3
chr1	20806291	21002742	EIF4G3
chr1	20806291	21176392	EIF4G3
chr1	20806291	21002742	EIF4G3
chr1	20806478	20981113	EIF4G3
chr1	20806478	21002742	EIF4G3
chr1	20941243	21002742	EIF4G3
chr1	23019467	23083364	KDM1A
chr1	23019467	23082485	KDM1A
chr1	23019467	23083364	KDM1A
chr1	23019467	23082485	KDM1A
chr1	23019467	23083364	KDM1A
chr1	23019467	23082485	KDM1A
chr1	23019467	23083364	KDM1A
chr1	23019467	23082485	KDM1A
chr1	23019467	23083364	KDM1A
chr1	27234440	27306383	WDTC1
chr1	27234460	27306255	WDTC1
chr1	27234468	27306383	WDTC1
chr1	27234631	27302225	WDTC1
chr1	27234631	27306383	WDTC1
chr1	27234631	27306255	WDTC1
chr1	27234631	27306383	WDTC1
chr1	27235196	27306383	WDTC1
chr1	27245191	27306383	WDTC1
chr1	31426409	31471476	LOC124903900
chr1	34457858	34685319	LOC105378641
chr1	34541500	34685319	LOC105378641
chr1	36676240	36702321	LOC107984941
chr1	37713879	37752681	EPHA10
chr1	37713879	37753236	EPHA10
chr1	37715891	37752662	EPHA10
chr1	37715975	37752662	EPHA10
chr1	37715975	37731558	EPHA10
chr1	37715975	37765066	EPHA10
chr1	37718723	37752681	EPHA10
chr1	39838109	39852867	TRIT1
chr1	39838109	39883491	TRIT1
chr1	39841030	39883491	TRIT1
chr1	39841030	39883511	TRIT1
chr1	44030413	44040436	LOC107984948
chr1	45016398	45206350	ZSWIM5
chr1	45034311	45206350	ZSWIM5
chr1	46040139	46080724	PIK3R3
chr1	46040139	46176471	P3R3URF-PIK3R3
chr1	46133370	46139081	LOC101929626
chr1	47183581	47189932	PDZK1IP1
chr1	48222715	48235866	SLC5A9
chr1	48222715	48239373	SLC5A9
chr1	48222715	48247014	SLC5A9
chr1	48222715	48247543	SLC5A9
chr1	48228860	48247543	SLC5A9
chr1	48522510	50023796	AGBL4
chr1	48532853	50023796	AGBL4
chr1	48532853	50023954	AGBL4
chr1	48534884	50023796	AGBL4
chr1	48858264	50023796	AGBL4
chr1	48863557	50023796	AGBL4
chr1	51354262	51421956	EPS15
chr1	51354262	51448132	EPS15
chr1	51354262	51519231	EPS15
chr1	52423274	52475338	TUT4
chr1	52423274	52526280	TUT4
chr1	54516335	54528777	LINC02784
chr1	56994777	57291030	DAB1
chr1	57144008	57291030	DAB1
chr1	60659630	60825584	LOC101926964
chr1	61742479	61871261	PATJ
chr1	61742479	61991517	PATJ
chr1	61742479	61991068	PATJ
chr1	61742479	62013510	PATJ
chr1	61742479	62108446	PATJ
chr1	61742479	62161054	PATJ
chr1	61742479	62160935	PATJ
chr1	61742479	62161054	PATJ
chr1	61742479	62160935	PATJ
chr1	61742479	62161054	PATJ
chr1	61742479	62160935	PATJ
chr1	61742479	62161054	PATJ
chr1	61742479	62160935	PATJ
chr1	61742479	62161054	PATJ
chr1	61742479	62160935	PATJ
chr1	61742479	62161054	PATJ
chr1	61742479	62160935	PATJ
chr1	61742479	62161054	PATJ
chr1	61742479	61991774	PATJ
chr1	61747098	62161054	PATJ
chr1	61769335	62161054	PATJ
chr1	63774016	64142658	ROR1
chr1	63774016	64178855	ROR1
chr1	63843867	64178855	ROR1
chr1	64833228	64886264	JAK1
chr1	65792509	66372678	PDE4B
chr1	65792894	66372678	PDE4B
chr1	65913244	66372678	PDE4B
chr1	65992734	66372678	PDE4B
chr1	67832287	68202987	GNG12-AS1
chr1	68098458	68232299	WLS
chr1	68125357	68232299	WLS
chr1	68125359	68232299	WLS
chr1	69197058	69229692	LOC105378787
chr1	72282933	72679424	LOC105378797
chr1	74198241	74464742	FPGT-TNNI3K
chr1	74198241	74543982	FPGT-TNNI3K
chr1	74235386	74543982	TNNI3K
chr1	76074745	76576869	ST6GALNAC3
chr1	76074745	76576855	ST6GALNAC3
chr1	76074745	76624859	ST6GALNAC3
chr1	76074745	76628806	ST6GALNAC3
chr1	76074745	76634191	ST6GALNAC3
chr1	76074745	76634603	ST6GALNAC3
chr1	76280077	76576855	ST6GALNAC3
chr1	76280079	76628806	ST6GALNAC3
chr1	76294719	76628806	ST6GALNAC3
chr1	77562415	77639471	ZZZ3
chr1	77562415	77633354	ZZZ3
chr1	77562415	77639471	ZZZ3
chr1	77562415	77633354	ZZZ3
chr1	77562415	77639471	ZZZ3
chr1	77562415	77633354	ZZZ3
chr1	77562415	77639471	ZZZ3
chr1	77562415	77633354	ZZZ3
chr1	77562415	77639471	ZZZ3
chr1	77562415	77633354	ZZZ3
chr1	77562415	77682658	ZZZ3
chr1	77562415	77683398	ZZZ3
chr1	77584535	77633354	ZZZ3
chr1	78620447	78641809	IFI44L
chr1	81306131	81991145	ADGRL2
chr1	81306131	81989694	ADGRL2
chr1	81306131	81991145	ADGRL2
chr1	81306131	81990402	ADGRL2
chr1	81306131	81991145	ADGRL2
chr1	81306131	81990402	ADGRL2
chr1	81699607	81991145	ADGRL2
chr1	84925582	84965701	MCOLN2
chr1	84925582	84996872	MCOLN2
chr1	84925582	84965701	MCOLN2
chr1	85729232	86004106	COL24A1
chr1	85729232	86022956	COL24A1
chr1	85729232	86156396	COL24A1
chr1	85729232	86156471	COL24A1
chr1	85729232	86156772	COL24A1
chr1	85729232	86156984	COL24A1
chr1	85823683	86156396	COL24A1
chr1	85960757	86156396	COL24A1
chr1	86914634	87097939	HS2ST1
chr1	86914634	87104696	HS2ST1
chr1	89128413	89179798	LOC105378842
chr1	89128536	89179798	LOC105378842
chr1	93310108	93345811	CCDC18-AS1
chr1	97077742	97828118	DPYD
chr1	97077742	97920922	DPYD
chr1	97192637	97920922	DPYD
chr1	101639573	101729536	LINC01709
chr1	101639573	101787569	LINC01709
chr1	110082687	110109719	LINC01397
chr1	111139498	111174884	CEPT1
chr1	111139498	111184310	CEPT1
chr1	111139498	111185104	CEPT1
chr1	111139848	111184310	CEPT1
chr1	111140222	111184310	CEPT1
chr1	111140222	111185104	CEPT1
chr1	115283033	115368072	NGF-AS1
chr1	116373243	116404444	ATP1A1
chr1	116373866	116404444	ATP1A1
chr1	116383369	116404444	ATP1A1
chr1	120469627	120665436	PDE4DIPP2
chr1	145738867	145771895	RNF115
chr1	145738867	145788917	RNF115
chr1	145738867	145823873	RNF115
chr1	145738867	145771895	RNF115
chr1	145750406	145823873	RNF115
chr1	146486331	146822034	HYDIN2
chr1	148808433	148932292	PDE4DIP
chr1	148808433	148941804	PDE4DIP
chr1	148808433	148981444	PDE4DIP
chr1	148808433	148992260	PDE4DIP
chr1	148808433	149032089	PDE4DIP
chr1	148808433	149031985	PDE4DIP
chr1	148808433	149032089	PDE4DIP
chr1	148808433	149031985	PDE4DIP
chr1	148844427	149031985	PDE4DIP
chr1	148844508	148941804	PDE4DIP
chr1	148844508	148981444	PDE4DIP
chr1	148844508	148992260	PDE4DIP
chr1	148844508	149031985	PDE4DIP
chr1	148844508	149032089	PDE4DIP
chr1	148844508	149031985	PDE4DIP
chr1	148844508	149032089	PDE4DIP
chr1	148844508	149031985	PDE4DIP
chr1	148844508	149032089	PDE4DIP
chr1	148844508	149031985	PDE4DIP
chr1	148844508	149032089	PDE4DIP
chr1	148844508	149031985	PDE4DIP
chr1	148844508	149032089	PDE4DIP
chr1	148844508	149031985	PDE4DIP
chr1	148844508	149032089	PDE4DIP
chr1	148887372	148932292	PDE4DIP
chr1	148889462	148932292	PDE4DIP
chr1	148889605	148932292	PDE4DIP
chr1	148889605	148992260	PDE4DIP
chr1	148889605	149032089	PDE4DIP
chr1	148889605	149031985	PDE4DIP
chr1	149937811	149971233	OTUD7B
chr1	149937811	149977510	OTUD7B
chr1	153992689	154155044	NUP210L
chr1	153992689	154143470	NUP210L
chr1	153992689	154155044	NUP210L
chr1	153993014	154155044	NUP210L
chr1	154000914	154155044	NUP210L
chr1	155185823	155192843	MUC1
chr1	156212987	156242794	PMF1-BGLAP
chr1	156212987	156243083	PMF1-BGLAP
chr1	156212987	156242794	PMF1-BGLAP
chr1	156213006	156239587	PMF1
chr1	156213006	156239601	PMF1
chr1	156213006	156239587	PMF1
chr1	156213006	156239601	PMF1
chr1	156213006	156239587	PMF1
chr1	156213006	156239601	PMF1
chr1	156213006	156239587	PMF1
chr1	156213006	156239601	PMF1
chr1	157285257	157311302	LOC101928202
chr1	162497173	162522550	UHMK1
chr1	162497804	162522414	UHMK1
chr1	162497817	162522550	UHMK1
chr1	164559183	164641459	PBX1
chr1	164559183	164849402	PBX1
chr1	164559183	164846676	PBX1
chr1	164559183	164821583	PBX1
chr1	164559183	164846676	PBX1
chr1	164559183	164821583	PBX1
chr1	164559183	164884562	PBX1
chr1	164559183	164821583	PBX1
chr1	164559183	164884562	PBX1
chr1	164559721	164846676	PBX1
chr1	165662215	165695296	ALDH9A1
chr1	165662215	165698558	ALDH9A1
chr1	169849630	169876016	SCYL3
chr1	169849630	169888840	SCYL3
chr1	169854815	169888840	SCYL3
chr1	171841497	172055855	DNM3
chr1	171841497	172131278	DNM3
chr1	171841497	172132897	DNM3
chr1	171841497	172182907	DNM3
chr1	171841497	172208172	DNM3
chr1	171841497	172131278	DNM3
chr1	171841497	172308757	DNM3
chr1	171841497	172393485	DNM3
chr1	171841497	172407841	DNM3
chr1	171841497	172393485	DNM3
chr1	171841497	172407841	DNM3
chr1	171841497	172417130	DNM3
chr1	171841497	172418317	DNM3
chr1	171841497	172412717	DNM3
chr1	171899265	172393485	DNM3
chr1	171899265	172407841	DNM3
chr1	175067832	175147071	TNN
chr1	175072514	175147071	TNN
chr1	175073036	175147071	TNN
chr1	177170957	177281528	BRINP2
chr1	177206523	177281528	BRINP2
chr1	178094103	178473239	RASAL2
chr1	178094103	178473217	RASAL2
chr1	178094103	178473239	RASAL2
chr1	178094103	178473217	RASAL2
chr1	178228560	178473217	RASAL2
chr1	178228561	178473217	RASAL2
chr1	178228561	178473239	RASAL2
chr1	178228562	178473239	RASAL2
chr1	178250249	178473217	RASAL2
chr1	179293796	179347608	SOAT1
chr1	179293796	179353641	SOAT1
chr1	179293796	179358680	SOAT1
chr1	180269652	180502266	ACBD6
chr1	180288229	180502266	ACBD6
chr1	181317698	181776355	CACNA1E
chr1	181317698	181798834	CACNA1E
chr1	181391423	181798834	CACNA1E
chr1	182447876	182556057	RGSL1
chr1	182448322	182556057	RGSL1
chr1	182449197	182556057	RGSL1
chr1	182450145	182532662	RGSL1
chr1	182450145	182550184	RGSL1
chr1	182450145	182551141	RGSL1
chr1	182450145	182556057	RGSL1
chr1	182450145	182555746	RGSL1
chr1	182450145	182556057	RGSL1
chr1	183472498	183551931	SMG7
chr1	183472498	183553201	SMG7
chr1	183472498	183551931	SMG7
chr1	183473721	183551931	SMG7
chr1	183500179	183551931	SMG7
chr1	185478012	185680905	LOC107985239
chr1	185558378	185628488	LINC01350
chr1	189775468	189814918	LINC01701
chr1	191732685	192011260	LINC02770
chr1	193454284	194219547	LOC124904475
chr1	196044879	196088715	LINC01724
chr1	197084126	197146437	ASPM
chr1	198156997	198290353	NEK7
chr1	198156997	198319522	NEK7
chr1	199148597	199393307	LINC02789
chr1	202348698	202437840	PPP1R12B
chr1	202348698	202438114	PPP1R12B
chr1	202348698	202443102	PPP1R12B
chr1	202348698	202562795	PPP1R12B
chr1	202348698	202575136	PPP1R12B
chr1	202348698	202580560	PPP1R12B
chr1	202348698	202575136	PPP1R12B
chr1	202348698	202580560	PPP1R12B
chr1	202348698	202504172	PPP1R12B
chr1	202348698	202504453	PPP1R12B
chr1	202348698	202562903	PPP1R12B
chr1	204422632	204469802	PIK3C2B
chr1	205504668	205529773	CDK18
chr1	205504668	205531378	CDK18
chr1	205512316	205529773	CDK18
chr1	205512316	205531378	CDK18
chr1	206507530	206586848	RASSF5
chr1	206507530	206586978	RASSF5
chr1	206557163	206586978	RASSF5
chr1	206569145	206612342	EIF2D
chr1	207496156	207639409	CR1
chr1	210678313	210919925	KCNH1
chr1	210678313	210804116	KCNH1
chr1	210678313	211133945	KCNH1
chr1	211743456	211829792	LPGAT1
chr1	211743456	211829296	LPGAT1
chr1	211743456	211830254	LPGAT1
chr1	211743456	211829296	LPGAT1
chr1	212858274	212870141	FLVCR1
chr1	212858274	212895290	FLVCR1
chr1	212858274	212872763	FLVCR1
chr1	212858274	212872782	FLVCR1
chr1	212858274	212883438	FLVCR1
chr1	212858274	212899363	FLVCR1
chr1	213819640	213986153	PROX1-AS1
chr1	214948520	215003133	LOC124904510
chr1	215622890	216422336	USH2A
chr1	216503245	216905339	ESRRG
chr1	216503245	216677478	ESRRG
chr1	216503245	216707429	ESRRG
chr1	216503245	216677478	ESRRG
chr1	216503245	216707429	ESRRG
chr1	216503245	216681897	ESRRG
chr1	216503245	216677478	ESRRG
chr1	216503245	216707429	ESRRG
chr1	216503245	216681897	ESRRG
chr1	216503245	216677478	ESRRG
chr1	216503245	216905339	ESRRG
chr1	216503245	216677478	ESRRG
chr1	216503245	216905339	ESRRG
chr1	216503245	216707429	ESRRG
chr1	216503245	216905339	ESRRG
chr1	216503250	216677478	ESRRG
chr1	216503250	216651006	ESRRG
chr1	216503250	216564327	ESRRG
chr1	216503250	216677478	ESRRG
chr1	219080972	219173788	LYPLAL1-DT
chr1	220148292	220272337	RAB3GAP2
chr1	223220830	223363425	SUSD4
chr1	223220830	223363432	SUSD4
chr1	223220830	223363425	SUSD4
chr1	223220830	223364073	SUSD4
chr1	223220830	223363425	SUSD4
chr1	223234914	223363425	SUSD4
chr1	223234914	223364073	SUSD4
chr1	223234914	223363425	SUSD4
chr1	224385145	224434405	WDR26
chr1	224385145	224434105	WDR26
chr1	229626246	229659297	URB2
chr1	230642480	230693393	COG2
chr1	230660757	230693393	COG2
chr1	231528652	231750619	TSNAX-DISC1
chr1	231528652	231819244	TSNAX-DISC1
chr1	231528652	232041272	TSNAX-DISC1
chr1	231626789	231749949	DISC1
chr1	231626789	231750080	DISC1
chr1	231626789	231771080	DISC1
chr1	231626789	231818350	DISC1
chr1	231626789	231818379	DISC1
chr1	231626789	231818525	DISC1
chr1	231626789	231855025	DISC1
chr1	231626789	231866578	DISC1
chr1	231626789	231958873	DISC1
chr1	231626789	231958892	DISC1
chr1	231626789	231958873	DISC1
chr1	231626789	232008891	DISC1
chr1	231626789	232009154	DISC1
chr1	231626789	232036831	DISC1
chr1	235892284	235936579	LOC105373215
chr1	235892284	235955537	LOC105373215
chr1	235892284	235958942	LOC105373215
chr1	235911033	235972511	LINC02768
chr1	236943836	236982980	LOC124904563
chr1	240091882	240234328	FMN2
chr1	240091882	240239644	FMN2
chr1	240091882	240329077	FMN2
chr1	240091882	240474154	FMN2
chr1	240774741	241355776	RGS7
chr1	240774741	241098762	RGS7
chr1	240774741	240936643	RGS7
chr1	240774741	241355776	RGS7
chr1	240774741	240936643	RGS7
chr1	240774741	241355776	RGS7
chr1	240775513	241098762	RGS7
chr1	240775513	241355776	RGS7
chr1	242082985	242220098	PLD5
chr1	242082985	242251706	PLD5
chr1	242082985	242220098	PLD5
chr1	242082985	242288448	PLD5
chr1	242082985	242361011	PLD5
chr1	242082985	242220098	PLD5
chr1	242082985	242449356	PLD5
chr1	242082985	242524276	PLD5
chr1	242082985	242348148	PLD5
chr1	242082985	242348158	PLD5
chr1	244230747	244325177	LOC105373262
chr1	245154984	245702606	KIF26B
chr1	245749346	246355081	SMYD3
chr1	245749346	246507217	SMYD3
chr1	248484620	248512525	LOC105373277
chr1	248484620	248536784	LOC105373277
chr1	248508072	248522597	OR2G6
chr1	120848	175246	LOC124900384
chr1	778797	810065	LINC01409
chr1	904810	918155	LOC284600
chr1	905114	918155	LOC284600
chr1	905114	921019	LOC284600
chr1	916817	919692	LINC02593
chr1	1173879	1185005	TTLL10
chr1	1173879	1185412	TTLL10
chr1	1173879	1185848	TTLL10
chr1	1173879	1185525	TTLL10
chr1	1173879	1194708	TTLL10
chr1	1173879	1197847	TTLL10
chr1	1176234	1197847	TTLL10
chr1	1308596	1310800	PUSL1
chr1	1308596	1310921	PUSL1
chr1	1308596	1311660	PUSL1
chr1	1308596	1311379	PUSL1
chr1	1308596	1311677	PUSL1
chr1	1435689	1437443	VWA1
chr1	1435689	1439787	VWA1
chr1	1541672	1574557	SSU72
chr1	1702378	1722818	CDK11A
chr1	1702378	1724357	CDK11A
chr1	1785285	1825453	GNB1
chr1	1785285	1804548	GNB1
chr1	1785285	1825453	GNB1
chr1	1921956	1990956	CFAP74
chr1	2321252	2391533	MORN1
chr1	2355154	2391533	MORN1
chr1	2415942	2505213	PLCH2
chr1	2416383	2505213	PLCH2
chr1	2427637	2503985	PLCH2
chr1	2427637	2505213	PLCH2
chr1	2427637	2503627	PLCH2
chr1	2467450	2503627	PLCH2
chr1	2476288	2505213	PLCH2
chr1	2476314	2503985	PLCH2
chr1	2590638	2629484	MMEL1
chr1	2636985	2800827	TTC34
chr1	3266944	3287982	LOC124903828
chr1	3487950	3611268	MEGF6
chr1	3487950	3624411	MEGF6
chr1	3494760	3624411	MEGF6
chr1	3652515	3732762	TP73
chr1	3652515	3733079	TP73
chr1	3652515	3731555	TP73
chr1	3652515	3732762	TP73
chr1	3652515	3733079	TP73
chr1	3669079	3733079	TP73
chr1	4654608	4774499	AJAP1
chr1	4973390	4981567	LINC02781
chr1	4973413	4983958	LINC02781
chr1	5862810	5961805	NPHP4
chr1	5862810	5961938	NPHP4
chr1	5862810	5986289	NPHP4
chr1	5862810	5961938	NPHP4
chr1	5862810	5986289	NPHP4
chr1	5862810	5961938	NPHP4
chr1	5862810	5986289	NPHP4
chr1	5862810	5961938	NPHP4
chr1	5862810	5986289	NPHP4
chr1	5862810	5961938	NPHP4
chr1	5862810	5986289	NPHP4
chr1	5862810	5961938	NPHP4
chr1	5862810	5986289	NPHP4
chr1	5862810	5927723	NPHP4
chr1	5862810	5961938	NPHP4
chr1	5862810	5927723	NPHP4
chr1	5862810	5986289	NPHP4
chr1	5862810	5992425	NPHP4
chr1	5864353	5986289	NPHP4
chr1	5864523	5986289	NPHP4
chr1	5867862	5986327	NPHP4
chr1	5875114	5986289	NPHP4
chr1	5887321	5986289	NPHP4
chr1	5992675	6091336	KCNAB2
chr1	5992675	6098574	KCNAB2
chr1	5992675	6097531	KCNAB2
chr1	5992675	6098574	KCNAB2
chr1	5992675	6097531	KCNAB2
chr1	6026332	6098574	KCNAB2
chr1	6026332	6097531	KCNAB2
chr1	6101786	6180023	CHD5
chr1	6521346	6554502	NOL9
chr1	6634169	6701800	DNAJC11
chr1	6785453	6871765	CAMTA1
chr1	6785453	6887725	CAMTA1
chr1	6785453	6872016	CAMTA1
chr1	6785453	6874423	CAMTA1
chr1	6785453	6886339	CAMTA1
chr1	6785453	6888201	CAMTA1
chr1	6785453	6903424	CAMTA1
chr1	7669729	7766522	CAMTA1
chr1	7669729	7766491	CAMTA1
chr1	7669729	7766522	CAMTA1
chr1	7669729	7766491	CAMTA1
chr1	7669729	7766522	CAMTA1
chr1	7669729	7766491	CAMTA1
chr1	7669764	7766491	CAMTA1
chr1	7671984	7766522	CAMTA1
chr1	7680087	7766522	CAMTA1
chr1	7704735	7766522	CAMTA1
chr1	7704735	7766491	CAMTA1
chr1	7704735	7766522	CAMTA1
chr1	7704735	7766491	CAMTA1
chr1	7704735	7766522	CAMTA1
chr1	7704735	7766491	CAMTA1
chr1	7710607	7766522	CAMTA1
chr1	7728338	7766522	CAMTA1
chr1	7847611	7853431	UTS2
chr1	8026492	8127070	ERRFI1-DT
chr1	8905215	8926874	LOC112268261
chr1	8907571	8926874	LOC112268261
chr1	9035105	9047682	SLC2A5
chr1	9035105	9069536	SLC2A5
chr1	9035105	9058189	SLC2A5
chr1	9035105	9041914	SLC2A5
chr1	9035105	9069536	SLC2A5
chr1	9035105	9057605	SLC2A5
chr1	9035105	9069536	SLC2A5
chr1	9040079	9069536	SLC2A5
chr1	9148010	9182338	MIR34AHG
chr1	9292893	9367575	SPSB1
chr1	9539464	9582501	SLC25A33
chr1	9627257	9727046	PIK3CD
chr1	9629912	9727046	PIK3CD
chr1	9629972	9727046	PIK3CD
chr1	9651730	9721591	PIK3CD
chr1	9651730	9724381	PIK3CD
chr1	9651730	9727046	PIK3CD
chr1	9687632	9727046	PIK3CD
chr1	9689543	9727046	PIK3CD
chr1	9689812	9727046	PIK3CD
chr1	9689998	9727046	PIK3CD
chr1	9691466	9727046	PIK3CD
chr1	9693471	9727046	PIK3CD
chr1	9693481	9727046	PIK3CD
chr1	9942922	9981299	NMNAT1
chr1	9942922	9982701	NMNAT1
chr1	9943474	9981299	NMNAT1
chr1	9943474	9985143	NMNAT1
chr1	9943474	9982701	NMNAT1
chr1	9943474	9996724	NMNAT1
chr1	9946012	9981299	NMNAT1
chr1	9946012	9982701	NMNAT1
chr1	10032957	10170363	UBE4B
chr1	10032957	10171137	UBE4B
chr1	10032957	10179956	UBE4B
chr1	10049231	10179956	UBE4B
chr1	10210569	10304647	KIF1B
chr1	10210569	10376587	KIF1B
chr1	10210705	10376587	KIF1B
chr1	10211615	10376587	KIF1B
chr1	10520353	10629987	PEX14
chr1	10520983	10629987	PEX14
chr1	10636603	10693889	CASZ1
chr1	10647210	10693889	CASZ1
chr1	11106534	11234208	MTOR
chr1	11106534	11256015	MTOR
chr1	11106534	11259409	MTOR
chr1	11106534	11243277	MTOR
chr1	11114807	11259409	MTOR
chr1	11115432	11262551	MTOR
chr1	11664199	11673851	FBXO6
chr1	11664634	11673851	FBXO6
chr1	11664778	11673851	FBXO6
chr1	11664875	11673851	FBXO6
chr1	11785722	11801389	MTHFR
chr1	11785722	11803514	MTHFR
chr1	11785722	11803116	MTHFR
chr1	12166990	12207020	TNFRSF1B
chr1	12184527	12207020	TNFRSF1B
chr1	12187438	12207020	TNFRSF1B
chr1	12230029	12509024	VPS13D
chr1	13368430	13371900	PRAMEF19
chr1	13474972	13513593	LRRC38
chr1	13492330	13513593	LRRC38
chr1	13700187	13786527	PRDM2
chr1	13700187	13816547	PRDM2
chr1	13700187	13823184	PRDM2
chr1	13700187	13816547	PRDM2
chr1	13703753	13786527	PRDM2
chr1	13703753	13816547	PRDM2
chr1	13715540	13816547	PRDM2
chr1	13749414	13786527	PRDM2
chr1	13749414	13816547	PRDM2
chr1	13749916	13816547	PRDM2
chr1	14283513	14311343	LOC124903847
chr1	14348954	14419973	KAZN-AS1
chr1	14924128	15113024	KAZN
chr1	14924153	15065797	KAZN
chr1	14924153	15065646	KAZN
chr1	14924153	15113024	KAZN
chr1	14929739	15065797	KAZN
chr1	14929739	15113024	KAZN
chr1	14945780	15113024	KAZN
chr1	15063725	15113024	KAZN
chr1	15152565	15219743	TMEM51
chr1	15152814	15219743	TMEM51
chr1	15153746	15219743	TMEM51
chr1	15153746	15219393	TMEM51
chr1	15153746	15219743	TMEM51
chr1	15153746	15220478	TMEM51
chr1	15192535	15219743	TMEM51
chr1	15236520	15349067	FHAD1
