#chrom	txStart	cdsEnd	name2
chr1	235824330	235993717	LYST
chr1	235824340	235993717	LYST
chr1	236958580	237060944	MTR
chr1	236958591	237060944	MTR
chr1	238025474	238091621	LOC100130331
chr1	240938041	241519076	RGS7
chr1	240938041	241262062	RGS7
chr1	240938041	241099943	RGS7
chr1	240938041	241519076	RGS7
chr1	240938041	241099943	RGS7
chr1	240938041	241519076	RGS7
chr1	240938813	241262062	RGS7
chr1	240938813	241519076	RGS7
chr1	245318286	245865908	KIF26B
chr1	245912648	246518383	SMYD3
chr1	245912648	246670519	SMYD3
chr1	247460716	247492880	ZNF496
chr1	248512076	248513015	OR14C36
chr1	762970	794826	LINC01128
chr1	763177	794826	LINC01128
chr1	1177832	1182070	C1QTNF12
chr1	1570602	1588714	CDK11B
chr1	1570602	1577849	CDK11B
chr1	1570602	1577348	CDK11B
chr1	1570602	1588935	CDK11B
chr1	1682670	1693331	NADK
chr1	1682670	1696845	NADK
chr1	2159757	2238204	SKI
chr1	2487809	2494307	TNFRSF14
chr1	2487809	2494712	TNFRSF14
chr1	2568424	2717392	TTC34
chr1	3404514	3527832	MEGF6
chr1	3669013	3688087	CCDC27
chr1	3774039	3800305	DFFB
chr1	3774039	3801993	DFFB
chr1	4714668	4834559	AJAP1
chr1	5922870	6046349	NPHP4
chr1	5922870	5987783	NPHP4
chr1	5922870	6052485	NPHP4
chr1	6052735	6158634	KCNAB2
chr1	6086392	6158634	KCNAB2
chr1	6094747	6158634	KCNAB2
chr1	6105947	6158634	KCNAB2
chr1	6324331	6445726	ACOT7
chr1	6324331	6453459	ACOT7
chr1	6527181	6556576	PLEKHG5
chr1	6527181	6537631	PLEKHG5
chr1	6845513	6947785	CAMTA1
chr1	6845513	6948261	CAMTA1
chr1	7729789	7826582	CAMTA1
chr1	7729789	7826551	CAMTA1
chr1	7729789	7826582	CAMTA1
chr1	7729789	7826551	CAMTA1
chr1	7729789	7826582	CAMTA1
chr1	7729824	7826551	CAMTA1
chr1	7844350	7902815	PER3
chr1	7844488	7902815	PER3
chr1	7975930	8000054	TNFRSF9
chr1	8412463	8716356	RERE
chr1	9160363	9189086	GPR157
chr1	9294832	9324928	H6PD
chr1	9299905	9324928	H6PD
chr1	9788983	9883791	CLSTN1
chr1	9789078	9883791	CLSTN1
chr1	9908333	9932122	CTNNBIP1
chr1	10093015	10240014	UBE4B
chr1	10270627	10364705	KIF1B
chr1	10270627	10436645	KIF1B
chr1	10270763	10436645	KIF1B
chr1	10271673	10436645	KIF1B
chr1	10290821	10364705	KIF1B
chr1	10535006	10690044	PEX14
chr1	10696660	10753946	CASZ1
chr1	10707267	10753946	CASZ1
chr1	11006531	11024283	C1orf127
chr1	11006531	11042094	C1orf127
chr1	11126674	11159888	EXOSC10
chr1	11166591	11319466	MTOR
chr1	11166591	11303334	MTOR
chr1	11796192	11810161	AGTRAP
chr1	11796192	11810249	AGTRAP
chr1	11796192	11810161	AGTRAP
chr1	11796192	11808650	AGTRAP
chr1	12040500	12071622	MFN2
chr1	12123359	12202588	TNFRSF8
chr1	12290086	12569078	VPS13D
chr1	12704103	12726746	AADACL4
chr1	14925180	15392142	KAZN
chr1	14925180	15441131	KAZN
chr1	14925212	15392293	KAZN
chr1	15250624	15392293	KAZN
chr1	15250649	15392293	KAZN
chr1	15256161	15392293	KAZN
chr1	15256235	15392293	KAZN
chr1	15272276	15392293	KAZN
chr1	15438310	15478960	TMEM51-AS1
chr1	15573718	15723909	FHAD1
chr1	15573720	15723909	FHAD1
chr1	15853342	15894672	DNAJC16
chr1	15853342	15898228	DNAJC16
chr1	15943952	15983128	DDI2
chr1	16174201	16265922	SPEN
chr1	16573334	16641913	FBXO42
chr1	16888817	16918516	NBPF1
chr1	17017712	17046652	ESPNP
chr1	17300996	17304768	MFAP2
chr1	17393255	17445866	PADI2
chr1	17531622	17570738	PADI1
chr1	17866192	18023875	ARHGEF10L
chr1	17866192	18024364	ARHGEF10L
chr1	17907047	18023875	ARHGEF10L
chr1	17944807	18023875	ARHGEF10L
chr1	18081827	18153014	ACTL8
chr1	18434291	18704820	IGSF21
chr1	18957339	19062533	PAX7
chr1	18957339	19071423	PAX7
chr1	19230773	19282826	IFFO2
chr1	19401003	19536742	UBR4
chr1	19665268	19810773	CAPZB
chr1	19665268	19775408	CAPZB
chr1	19665268	19811932	CAPZB
chr1	19700668	19811932	CAPZB
chr1	20008732	20107251	TMCO4
chr1	20686293	20755287	LINC01141
chr1	21066758	21106933	HP1BP3
chr1	21066758	21106386	HP1BP3
chr1	21066758	21106933	HP1BP3
chr1	21066758	21106386	HP1BP3
chr1	21066758	21106933	HP1BP3
chr1	21066758	21106386	HP1BP3
chr1	21066758	21106933	HP1BP3
chr1	21066758	21106386	HP1BP3
chr1	21066758	21106933	HP1BP3
chr1	21066758	21106386	HP1BP3
chr1	21066758	21113800	HP1BP3
chr1	21069171	21106933	HP1BP3
chr1	21080548	21106933	HP1BP3
chr1	21080548	21106386	HP1BP3
chr1	21132784	21329235	EIF4G3
chr1	21132971	21307606	EIF4G3
chr1	21132971	21329235	EIF4G3
chr1	21267736	21329235	EIF4G3
chr1	21543742	21671871	ECE1
chr1	21835476	21904141	ALPL
chr1	21835915	21904141	ALPL
chr1	21877762	21904141	ALPL
chr1	22138757	22148708	LDLRAD2
chr1	22148736	22263710	HSPG2
chr1	22379201	22416525	CDC42
chr1	22379201	22418010	CDC42
chr1	22778343	22852889	ZBTB40
chr1	23410134	23420754	LUZP1
chr1	23707401	23751126	TCEA3
chr1	23832929	23857285	E2F2
chr1	24480657	24513738	IFNLR1
chr1	24740013	24795675	NIPAL3
chr1	24742291	24780587	NIPAL3
chr1	24742291	24792579	NIPAL3
chr1	24742291	24795675	NIPAL3
chr1	24742291	24799466	NIPAL3
chr1	24742514	24795675	NIPAL3
chr1	24882577	24932238	NCMAP
chr1	25688739	25747277	RHCE
chr1	25757387	25824957	MACO1
chr1	25943281	26110280	MAN1C1
chr1	25943281	26110341	MAN1C1
chr1	25943281	26110280	MAN1C1
chr1	26022645	26110280	MAN1C1
chr1	26606576	26607614	SH3BGRL3
chr1	26737307	26752949	LIN28A
chr1	26856251	26900692	RPS6KA1
chr1	26869602	26900692	RPS6KA1
chr1	27648653	27661957	TMEM222
chr1	27648735	27662891	TMEM222
chr1	27730733	27755400	WASF2
chr1	27860755	27878626	AHDC1
chr1	28696250	28823061	PHACTR4
chr1	28832454	28837404	SNHG3
chr1	28832554	28864519	RCC1
chr1	28929361	28948593	TAF12
chr1	29474254	29508264	SRSF4
chr1	29563033	29652173	PTPRU
chr1	31184123	31196398	MATN1
chr1	31191618	31199593	MATN1-AS1
chr1	32372021	32384666	PTP4A2
chr1	32573656	32636495	KPNA6
chr1	32757683	32798645	HDAC1
chr1	33005027	33065898	ZBTB8A
chr1	33005027	33066020	ZBTB8A
chr1	33005027	33071542	ZBTB8A
chr1	33145506	33168261	SYNC
chr1	33283042	33321639	S100PBP
chr1	33283253	33321639	S100PBP
chr1	33290913	33324480	S100PBP
chr1	33402049	33430286	RNF19B
chr1	33789226	33841140	PHC2
chr1	33815952	33828846	PHC2-AS1
chr1	33938245	33961076	ZSCAN20
chr1	34334556	34351059	CSMD2-AS1
chr1	35331036	35370984	DLGAP3
chr1	35734309	35885278	ZMYM4
chr1	35899092	36020092	KIAA0319L
chr1	36038914	36060277	TFAP2E
chr1	36273236	36323491	AGO4
chr1	36273616	36319206	AGO4
chr1	36396705	36521346	AGO3
chr1	36560839	36565843	COL8A2
chr1	36560839	36565086	COL8A2
chr1	36805228	36826933	STK40
chr1	37261127	37499709	GRIK3
chr1	38000049	38019830	SNIP1
chr1	38268616	38273852	YRDC
chr1	38326368	38355365	INPP5B
chr1	38326368	38411980	INPP5B
chr1	38326368	38412451	INPP5B
chr1	38326368	38411980	INPP5B
chr1	38326368	38407839	INPP5B
chr1	38326368	38411980	INPP5B
chr1	38326368	38406393	INPP5B
chr1	38326368	38412729	INPP5B
chr1	38512805	38585202	MIR3659HG
chr1	39303869	39325318	RRAGC
chr1	39957307	39991470	BMP8A
chr1	40222853	40254157	BMP8B
chr1	40627058	40706119	RLF
chr1	41154751	41157933	NFYC-AS1
chr1	41249458	41304195	KCNQ4
chr1	41492873	41618346	SCMH1
chr1	41492873	41579165	SCMH1
chr1	41492873	41618346	SCMH1
chr1	41492873	41608748	SCMH1
chr1	41492873	41618346	SCMH1
chr1	41492873	41608654	SCMH1
chr1	41492873	41608748	SCMH1
chr1	41492873	41625402	SCMH1
chr1	41492873	41618346	SCMH1
chr1	41492873	41651805	SCMH1
chr1	41492873	41608748	SCMH1
chr1	41492873	41618346	SCMH1
chr1	41492873	41579165	SCMH1
chr1	41492873	41625402	SCMH1
chr1	41492873	41707978	SCMH1
chr1	41972035	42050468	HIVEP3
chr1	42312859	42384593	HIVEP3
chr1	42312859	42501605	HIVEP3
chr1	42642218	42776764	FOXJ3
chr1	42846462	42880645	RIMKLA
chr1	42998928	43119699	CCDC30
chr1	43250661	43263896	TMEM269
chr1	43638000	43675755	CFAP57
chr1	43638000	43719862	CFAP57
chr1	43766652	43788393	TIE1
chr1	43855569	43916151	SZT2
chr1	44165394	44173012	KDM4A-AS1
chr1	44173206	44395893	ST3GAL3
chr1	44173206	44395855	ST3GAL3
chr1	44173206	44395874	ST3GAL3
chr1	44173206	44395855	ST3GAL3
chr1	44173206	44395893	ST3GAL3
chr1	44173206	44395874	ST3GAL3
chr1	44173206	44395893	ST3GAL3
chr1	44173206	44395874	ST3GAL3
chr1	44173206	44395893	ST3GAL3
chr1	44173206	44395855	ST3GAL3
chr1	44173206	44364939	ST3GAL3
chr1	44173206	44395874	ST3GAL3
chr1	44173206	44395893	ST3GAL3
chr1	44173206	44395874	ST3GAL3
chr1	44173206	44395893	ST3GAL3
chr1	44173206	44396831	ST3GAL3
chr1	44412621	44433354	IPO13
chr1	44686741	44820698	ERI3
chr1	44686741	44804971	ERI3
chr1	44686741	44785374	ERI3
chr1	44686741	44804971	ERI3
chr1	44688266	44709955	ERI3-IT1
chr1	45205508	45232851	KIF2C
chr1	45212065	45232851	KIF2C
chr1	45316193	45446840	EIF2B3
chr1	45340198	45446840	EIF2B3
chr1	45482070	45672022	ZSWIM5
chr1	45809554	45923457	TESK2
chr1	45809554	45887491	TESK2
chr1	46269283	46501738	MAST2
chr1	46330049	46501738	MAST2
chr1	46505811	46546396	PIK3R3
chr1	46505811	46597624	PIK3R3
chr1	46505811	46543257	PIK3R3
chr1	46505811	46532609	PIK3R3
chr1	46505811	46598417	PIK3R3
chr1	46505811	46597624	PIK3R3
chr1	46505811	46546396	PIK3R3
chr1	46505811	46598301	PIK3R3
chr1	46505811	46642143	P3R3URF-PIK3R3
chr1	46654354	46663033	POMGNT1
chr1	46654354	46661587	POMGNT1
chr1	46654354	46663493	POMGNT1
chr1	47023078	47048999	MKNK1
chr1	47023078	47051561	MKNK1
chr1	47023078	47048999	MKNK1
chr1	47023078	47051561	MKNK1
chr1	47023078	47048999	MKNK1
chr1	47023078	47048968	MKNK1
chr1	47023078	47069940	MKNK1
chr1	47308766	47366147	CYP4Z2P
chr1	47427035	47515846	CYP4X1
chr1	47532902	47583606	CYP4Z1
chr1	47799461	47842417	CMPK1
chr1	47799461	47844511	CMPK1
chr1	48567386	48648100	SKINT1L
chr1	48761044	48937680	SPATA6
chr1	50513726	50666850	ELAVL4
chr1	50569580	50666850	ELAVL4
chr1	50571902	50666850	ELAVL4
chr1	50574591	50645248	ELAVL4
chr1	50574591	50666850	ELAVL4
chr1	50575504	50645248	ELAVL4
chr1	50575504	50666850	ELAVL4
chr1	50575504	50646972	ELAVL4
chr1	51752929	51787833	TTC39A
chr1	51752929	51787457	TTC39A
chr1	51752929	51796149	TTC39A
chr1	51752929	51810715	TTC39A
chr1	51761209	51796149	TTC39A
chr1	51819934	51984903	EPS15
chr1	52027537	52049403	CALR4P
chr1	52082763	52253461	OSBPL9
chr1	52082763	52254891	OSBPL9
chr1	52254881	52306131	NRDC
chr1	52254881	52344287	NRDC
chr1	52607760	52811893	ZFYVE9
chr1	52816268	52830292	CC2D1B
chr1	52888946	52991952	TUT4
chr1	53192124	53287301	ZYG11B
chr1	53308431	53358629	ZYG11A
chr1	53708035	53793584	LRP8
chr1	53971911	54060575	GLIS1
chr1	53971911	54203737	GLIS1
chr1	54231150	54303934	NDC1
chr1	54231150	54303969	NDC1
chr1	54382245	54405755	HSPB11
chr1	54387233	54405755	HSPB11
chr1	54387233	54395787	HSPB11
chr1	54387233	54405755	HSPB11
chr1	54387233	54395787	HSPB11
chr1	54387233	54411372	HSPB11
chr1	54387233	54411978	HSPB11
chr1	54635323	54661289	CYB5RL
chr1	54635323	54649929	CYB5RL
chr1	54635323	54661289	CYB5RL
chr1	54651825	54665703	CYB5RL
chr1	54656223	54661289	CYB5RL
chr1	54691104	54871681	SSBP3
chr1	54691104	54747146	SSBP3
chr1	55013900	55074785	ACOT11
chr1	55013900	55100402	ACOT11
chr1	55107412	55208330	MROH7-TTC4
chr1	56960432	57044689	PLPP3
chr1	57110986	57173386	PRKAA2
chr1	57184461	57284963	FYB2
chr1	57394879	57425785	C8B
chr1	57394879	57425264	C8B
chr1	57394879	57431621	C8B
chr1	58326252	58328888	DAB1-AS1
chr1	58946390	59004966	OMA1
chr1	59486147	59553919	LINC01358
chr1	59775703	60228256	FGGY
chr1	59775703	60223661	FGGY
chr1	59775703	60228256	FGGY
chr1	59981301	60228256	FGGY
chr1	60280620	60338637	HOOK1
chr1	60981387	61088357	LINC01748
chr1	61125302	61291256	LOC101926964
chr1	62208151	62626607	PATJ
chr1	62208151	62626726	PATJ
chr1	62701836	62747236	KANK4
chr1	62920396	63153935	DOCK7
chr1	63249802	63329830	ATG4C
chr1	63624753	63782928	LINC00466
chr1	64059081	64125346	PGM1
chr1	64059479	64125346	PGM1
chr1	64088886	64125346	PGM1
chr1	64239687	64608341	ROR1
chr1	64239687	64644538	ROR1
chr1	65210757	65296668	RAVER2
chr1	65298911	65351947	JAK1
chr1	65613234	65691860	AK4
chr1	65613535	65691860	AK4
chr1	65613885	65691860	AK4
chr1	65614676	65691860	AK4
chr1	65730431	65878708	DNAJC6
chr1	65775225	65878708	DNAJC6
chr1	66258192	66838361	PDE4B
chr1	66258577	66838361	PDE4B
chr1	66378927	66838361	PDE4B
chr1	66458417	66838361	PDE4B
chr1	67218141	67243137	DYNLT5
chr1	67278567	67390514	DNAI4
chr1	67303285	67390514	DNAI4
chr1	67465032	67519696	SLC35D1
chr1	67632136	67724811	IL23R
chr1	67873492	67895983	SERBP1
chr1	68167157	68173369	GNG12
chr1	68297970	68668670	GNG12-AS1
chr1	68564141	68697982	WLS
chr1	68591040	68697982	WLS
chr1	68591042	68697982	WLS
chr1	68939834	68962682	DEPDC1
chr1	69521580	69650686	LINC01707
chr1	70385004	70386000	PIN1P1
chr1	70610487	70671223	LRRC40
chr1	70724681	70820091	ANKRD13C
chr1	71318040	71513260	PTGER3
chr1	71318040	71513499	PTGER3
chr1	71418114	71513260	PTGER3
chr1	71547006	71703406	ZRANB2-DT
chr1	73771852	73804560	LINC01360
chr1	74140361	74204325	LINC02238
chr1	74491698	74649368	LRRIQ3
chr1	74663925	74930426	FPGT-TNNI3K
chr1	74663925	75009666	FPGT-TNNI3K
chr1	74701070	75009666	TNNI3K
chr1	74935059	74949033	LRRC53
chr1	74935059	74946644	LRRC53
chr1	75033806	75139203	ERICH3
chr1	75667813	75766345	SLC44A5
chr1	75667813	76007132	SLC44A5
chr1	75671402	76007132	SLC44A5
chr1	75671402	76081571	SLC44A5
chr1	75677618	76081571	SLC44A5
chr1	76262566	76378572	MSH4
chr1	77333164	77528698	ST6GALNAC5
chr1	77333164	77516008	ST6GALNAC5
chr1	77333164	77528891	ST6GALNAC5
chr1	77747703	78024355	AK5
chr1	77748771	78024355	AK5
chr1	78028100	78099039	ZZZ3
chr1	78028100	78105156	ZZZ3
chr1	78028100	78099039	ZZZ3
chr1	78028100	78105156	ZZZ3
chr1	78028100	78099039	ZZZ3
chr1	78028100	78148343	ZZZ3
chr1	78028100	78149083	ZZZ3
chr1	78245333	78334127	MIGA1
chr1	78245333	78340749	MIGA1
chr1	78245489	78334127	MIGA1
chr1	78245489	78340749	MIGA1
chr1	78354308	78408514	NEXN
chr1	78510653	78601427	GIPC2
chr1	78511649	78601427	GIPC2
chr1	78695282	78835149	MGC27382
chr1	79355448	79472339	ADGRL4
chr1	81001439	81112473	LINC01781
chr1	82165292	82456829	ADGRL2
chr1	82266060	82456829	ADGRL2
chr1	82266060	82452978	ADGRL2
chr1	82266060	82456086	ADGRL2
chr1	82266060	82456829	ADGRL2
chr1	82266060	82455364	ADGRL2
chr1	82266060	82456829	ADGRL2
chr1	82266060	82459616	ADGRL2
chr1	82266618	82456829	ADGRL2
chr1	82266618	82456086	ADGRL2
chr1	82266618	82452978	ADGRL2
chr1	82266618	82456829	ADGRL2
chr1	82266618	82456086	ADGRL2
chr1	82266618	82456829	ADGRL2
chr1	82268137	82455378	ADGRL2
chr1	83368865	83632498	LINC01362
chr1	84041469	84326679	LINC01725
chr1	84267198	84326229	LOC101927560
chr1	84330706	84417894	TTLL7
chr1	84330706	84417603	TTLL7
chr1	84543761	84700988	PRKACB
chr1	84609953	84700988	PRKACB
chr1	84629987	84700988	PRKACB
chr1	84630376	84700988	PRKACB
chr1	84647319	84700988	PRKACB
chr1	84764220	84815457	SAMD13
chr1	84767390	84815457	SAMD13
chr1	84768333	84815457	SAMD13
chr1	85063646	85086714	LINC01461
chr1	85277284	85331803	LPAR3
chr1	85391265	85431384	MCOLN2
chr1	85391265	85462555	MCOLN2
chr1	85528009	85598681	DNAI3
chr1	85715635	85725316	C1orf52
chr1	85715635	85725345	C1orf52
chr1	85784167	85870066	DDAH1
chr1	85784167	85930728	DDAH1
chr1	86194915	86488639	COL24A1
chr1	86194915	86622079	COL24A1
chr1	86194915	86622154	COL24A1
chr1	86194915	86622455	COL24A1
chr1	86194915	86622667	COL24A1
chr1	86889853	86921210	CLCA2
chr1	87036863	87170176	CLCA4-AS1
chr1	87380317	87563622	HS2ST1
chr1	87380317	87570379	HS2ST1
chr1	87678351	87717014	LINC02801
chr1	89149955	89299131	PKN2
chr1	89386726	89458431	KYAT3
chr1	89518001	89528917	GBP1
chr1	89646826	89664517	GBP4
chr1	89990387	90058602	LRRC8B
chr1	90286590	90401204	LRRC8D
chr1	90287497	90401204	LRRC8D
chr1	91726322	91866639	HFM1
chr1	91726322	91870292	HFM1
chr1	92764615	92852568	RPAP2
chr1	92974252	93249852	EVI5
chr1	92974252	93202103	EVI5
chr1	92974252	93257951	EVI5
chr1	93544839	93602584	MTF2
chr1	93646272	93744034	CCDC18
chr1	93646280	93744034	CCDC18
chr1	93913674	94017973	FNBP1L
chr1	93913674	94016682	FNBP1L
chr1	93913674	94017973	FNBP1L
